Index, Environment (-), Phenotype, Random Number Generator Seed (-),shootDryWeight (g),rootDryWeight (g),rootDryWeight;fineLaterals (g),rootDryWeight;laterals (g),rootDryWeight;majorAxes (g),rootLength (cm),rootLength;fineLaterals (cm),rootLength;laterals (cm),rootLength;majorAxes (cm),rootSurfaceArea (cm2),rootSurfaceArea;fineLaterals (cm2),rootSurfaceArea;laterals (cm2),rootSurfaceArea;majorAxes (cm2),rootWaterUptake (cm3),potentialTranspiration (cm3),potentialTranspiration (cm),potentialTranspiration_Rate (cm3/day),potentialEvaporation (cm/day),potentialEvaporation_Integral (cm),leafArea (cm2),leafAreaReductionCoefficient (-),photosynthesis (g),plantRespiration (g),shootRespiration (g),rootRespiration (g),rootCarbonCostOfExudates (g),rootCarbonCosts (g),rootPotentialCarbonSinkForGrowth (g),carbonAllocation2Roots (g),shootPotentialCarbonSinkForGrowth (g),carbonAllocation2Shoot (g),leafPotentialCarbonSinkForGrowth (g),carbonAllocation2Leafs (g),stemPotentialCarbonSinkForGrowth (g),carbonAllocation2Stems (g),carbonReserves (g),D90 (cm),RootLengthProfile_00-10 (cm3),RootLengthProfile_10-20 (cm3),RootLengthProfile_20-30 (cm3),RootLengthProfile_30-40 (cm3),RootLengthProfile_40-50 (cm3),RootLengthProfile_50-60 (cm3),RootLengthProfile_60-70 (cm3),RootLengthProfile_70-80 (cm3),RootLengthProfile_80-90 (cm3),RootLengthProfile_90-100 (cm3),RootLengthProfile_100-110 (cm3),RootLengthProfile_110-120 (cm3),RootLengthProfile_120-130 (cm3),RootLengthProfile_130-140 (cm3),RootLengthProfile_140-150 (cm3),RootDryWeightProfile_00-10 (cm3),RootDryWeightProfile_10-20 (cm3),RootDryWeightProfile_20-30 (cm3),RootDryWeightProfile_30-40 (cm3),RootDryWeightProfile_40-50 (cm3),RootDryWeightProfile_50-60 (cm3),RootDryWeightProfile_60-70 (cm3),RootDryWeightProfile_70-80 (cm3),RootDryWeightProfile_80-90 (cm3),RootDryWeightProfile_90-100 (cm3),RootDryWeightProfile_100-110 (cm3),RootDryWeightProfile_110-120 (cm3),RootDryWeightProfile_120-130 (cm3),RootDryWeightProfile_130-140 (cm3),RootDryWeightProfile_140-150 (cm3),RootRespirationProfile_00-10 (cm3),RootRespirationProfile_10-20 (cm3),RootRespirationProfile_20-30 (cm3),RootRespirationProfile_30-40 (cm3),RootRespirationProfile_40-50 (cm3),RootRespirationProfile_50-60 (cm3),RootRespirationProfile_60-70 (cm3),RootRespirationProfile_70-80 (cm3),RootRespirationProfile_80-90 (cm3),RootRespirationProfile_90-100 (cm3),RootRespirationProfile_100-110 (cm3),RootRespirationProfile_110-120 (cm3),RootRespirationProfile_120-130 (cm3),RootRespirationProfile_130-140 (cm3),RootRespirationProfile_140-150 (cm3),RootExudationProfile_00-10 (cm3),RootExudationProfile_10-20 (cm3),RootExudationProfile_20-30 (cm3),RootExudationProfile_30-40 (cm3),RootExudationProfile_40-50 (cm3),RootExudationProfile_50-60 (cm3),RootExudationProfile_60-70 (cm3),RootExudationProfile_70-80 (cm3),RootExudationProfile_80-90 (cm3),RootExudationProfile_90-100 (cm3),RootExudationProfile_100-110 (cm3),RootExudationProfile_110-120 (cm3),RootExudationProfile_120-130 (cm3),RootExudationProfile_130-140 (cm3),RootExudationProfile_140-150 (cm3),RootWaterUptakeProfile_00-10 (cm3),RootWaterUptakeProfile_10-20 (cm3),RootWaterUptakeProfile_20-30 (cm3),RootWaterUptakeProfile_30-40 (cm3),RootWaterUptakeProfile_40-50 (cm3),RootWaterUptakeProfile_50-60 (cm3),RootWaterUptakeProfile_60-70 (cm3),RootWaterUptakeProfile_70-80 (cm3),RootWaterUptakeProfile_80-90 (cm3),RootWaterUptakeProfile_90-100 (cm3),RootWaterUptakeProfile_100-110 (cm3),RootWaterUptakeProfile_110-120 (cm3),RootWaterUptakeProfile_120-130 (cm3),RootWaterUptakeProfile_130-140 (cm3),RootWaterUptakeProfile_140-150 (cm3),totalWaterInColumn (cm3),totalWaterInLayer1 (cm3),totalWaterInLayer2 (cm3),totalWaterInLayer3 (cm3),totalWaterInLayer4 (cm3),totalWaterInLayer5 (cm3),totalWaterInLayer6 (cm3),totalWaterInLayer7 (cm3),totalWaterInLayer8 (cm3),totalWaterInLayer9 (cm3),totalWaterInLayer10 (cm3),totalWaterInLayer11 (cm3),totalWaterInLayer12 (cm3),totalWaterInLayer13 (cm3),totalWaterInLayer14 (cm3),totalWaterInLayer15 (cm3),relativeWaterContentInTopLayer (cm3),bottomBoundaryFlux (cm3),topBoundaryFlux (cm3),totalWaterChangeInColumn (cm3)
1_0_4, Iowa Drought, Default,4,12.91361763,3.81635634,0,1.02865717,0.198715,10604.97052,0,8708.291135,385.9886953,1790.452588,0,1094.316138,100.4536629,2999.979531,3196.633118,0.01878481,157.154962,0.30428348,25.89704465,1944.946049,0.52308101,28.34153388,8.15629754,6.73099438,1.42530316,0.67814886,0.67814857,1.35669081,1.52019864,5.79745898,5.76012986,2.55844177,2.56444281,3.23875821,3.24668627,10.80251876,-33.28255899,3849.511345,3379.688798,1857.074392,1014.011964,402.2389433,90.10279273,12.34228942,0,0,0,0,0,0,0,0,2.18228085,0.77644553,0.44505367,0.24417312,0.11668465,0.04514758,0.00657095,0,0,0,0,0,0,0,0,0.73937052,0.35944694,0.18112361,0.09078061,0.03825268,0.01537455,0.00119542,0,0,0,0,0,0,0,0,0.26352662,0.22988908,0.11416444,0.05137398,0.01505006,0.00388547,0.00027386,0,0,0,0,0,0,0,0,-1466.981973,772.9687343,1187.645751,1206.177897,860.4696746,402.6201923,34.12319793,0,0,0,0,0,0,0,0,41423.27003,1383.422038,1723.708896,2113.365066,2261.916751,2626.846448,3037.419888,3264.097519,3262.085771,3114.302408,2987.555558,3020.20015,3061.187139,3082.339326,3088.058495,3396.764584,0.08828968,-1247.281529,-2530.119399,-12187.30987
1_1_0, Iowa Drought, Cheap Deep Steep,0,16.89741753,3.49146474,0,0.77152615,0.17224048,11273.3506,0,6531.45607,346.3398155,1665.966213,0,820.7689854,88.35472019,3293.348115,3367.753228,0.02421383,175.0918587,0.33841233,26.27967923,2483.894169,0.64027114,29.37272215,8.02350814,6.99832777,1.02518037,0.65157927,0.65157889,0.64331836,0.87915709,7.59127426,7.4347324,3.21955185,3.280716,4.3157571,4.32310079,11.37742371,-51.15268005,3231.494175,3286.478737,1966.163332,896.842837,559.2182516,488.4092328,415.6246263,282.6867759,96.48082007,37.27620417,12.67561168,0,0,0,0,1.16552923,1.08159326,0.4877745,0.23297084,0.16874073,0.12029997,0.09961283,0.06949491,0.03736324,0.02050517,0.00758004,0,0,0,0,0.37383573,0.28890311,0.14073677,0.0780247,0.04936293,0.03457933,0.02683821,0.01785842,0.00973172,0.00469164,0.00105412,0,0,0,0,0.17466757,0.21284383,0.1289139,0.05486967,0.03016192,0.02228623,0.01538625,0.00863807,0.0027312,0.0009461,0.00016323,0,0,0,0,-1172.78925,534.1682865,958.0765934,861.9179737,689.5703238,564.5301014,395.2075189,244.0062297,129.9297034,54.72112105,10.67638154,0,0,0,0,42475.81666,1655.739962,2098.236646,2550.252882,2633.592012,2773.155859,2976.908657,3142.288939,3146.95219,3027.85951,2931.687894,2983.813205,3035.356664,3063.071842,3073.344635,3383.555765,0.1484858,-1243.079827,-3013.085702,-11134.76324
1_1_1, Iowa Drought, Cheap Deep Steep,1,17.03850786,3.03856939,0,0.68055661,0.17341783,9505.48221,0,5761.380227,348.2989509,1444.113274,0,723.9963918,88.91479742,3626.572948,3506.642487,0.02420877,180.5647039,0.3361966,26.16661023,2484.755073,0.64050481,29.94977426,8.08244612,7.1593101,0.92313602,0.62603137,0.62603123,0.621482,0.7853708,7.65391278,7.52082146,3.24053579,3.31459396,4.34486719,4.35271458,12.30768565,-50.95360263,2213.52485,2869.299268,2001.645069,841.5490554,480.0006656,389.8523057,374.4953373,229.030921,82.09095793,23.99377937,0,0,0,0,0,1.09751757,0.92182003,0.36834329,0.21770645,0.13893446,0.10144777,0.08810149,0.05560791,0.03523731,0.01385311,0,0,0,0,0,0.34645347,0.24433481,0.13310534,0.07285882,0.04326942,0.03097902,0.02403565,0.01596892,0.00985862,0.00261517,0,0,0,0,0,0.14133124,0.20921236,0.14322945,0.05556289,0.02925441,0.02094286,0.01533798,0.0078336,0.00282892,0.00051962,0,0,0,0,0,-904.8401597,454.2023302,939.9250823,888.797395,684.2306736,610.4855362,450.8290491,266.093175,148.628511,36.7427334,0,0,0,0,0,42235.57667,1658.114203,2081.230623,2512.996074,2583.451683,2729.554647,2937.973062,3109.980222,3128.371819,3019.603201,2931.330317,2986.142505,3036.6949,3063.569753,3073.315149,3383.248513,0.15070278,-1241.919538,-2928.638341,-11375.00323
1_1_2, Iowa Drought, Cheap Deep Steep,2,14.89044626,3.01263265,0,0.68442041,0.17371012,10078.35373,0,5794.089958,349.2831468,1487.572514,0,728.1068179,89.1123559,3387.464217,3281.114125,0.02132409,166.506094,0.32029701,26.22313051,2197.75507,0.57807416,28.03385643,7.64243596,6.69311121,0.94932475,0.67350753,0.67350743,0.6226072,0.80000715,6.68804957,6.55190216,2.86526896,2.91378312,3.77954546,3.78689699,11.67267818,-50.01807681,2647.392001,3025.956761,1988.254838,814.3774623,474.9781999,434.4051583,361.3740747,206.0977675,98.72620109,24.55062265,2.24064431,0,0,0,0,1.12165047,0.84769814,0.37256085,0.21862737,0.14441503,0.11399568,0.0812091,0.05628224,0.04074032,0.01411355,0.00133991,0,0,0,0,0.36043396,0.24161445,0.13769249,0.07537161,0.0457868,0.03384398,0.02384603,0.01701092,0.01055234,0.00336046,0.00012878,0,0,0,0,0.17596639,0.21843571,0.14440298,0.05585132,0.02929934,0.02253892,0.01552928,0.00770761,0.00308267,0.00069788,1.98E-05,0,0,0,0,-910.1092821,196.1011892,790.8627814,826.1241194,648.6035547,677.3271434,523.1576157,329.3836391,186.6418794,54.69857248,1.96536981,0,0,0,0,41779.66927,1621.360926,2046.317807,2467.788924,2540.425938,2685.7065,2875.345218,3050.920539,3082.251946,2987.314053,2912.266637,2974.046662,3028.549524,3057.934596,3069.412925,3380.02707,0.1430106,-1241.401207,-2901.520956,-11830.91064
1_1_3, Iowa Drought, Cheap Deep Steep,3,15.98866259,3.11991474,0,0.71217453,0.17270853,11194.12536,0,6029.047725,348.0354484,1588.532609,0,757.6324817,88.68417744,3645.082358,3454.432374,0.02257657,171.7195942,0.32895339,26.19107985,2321.492713,0.60499061,30.06889817,7.8642297,6.88394038,0.98028932,0.77639998,0.77639811,0.63121704,0.8289009,7.18178455,7.03983221,3.06289044,3.11903021,4.06820565,4.07584589,12.73909651,-47.1043889,2735.966188,3614.352566,2347.949652,870.457657,495.4117183,400.0102801,374.0999303,231.4918696,90.43810242,30.30983634,3.63756093,0,0,0,0,1.12043989,0.92029716,0.3990131,0.22435576,0.14917668,0.10579934,0.08536297,0.05831653,0.03766676,0.01731127,0.00217527,0,0,0,0,0.35710839,0.26269223,0.1473029,0.07743917,0.04672698,0.03211194,0.02518956,0.01709723,0.01094894,0.00372412,0.00025384,0,0,0,0,0.18305229,0.27119928,0.17901059,0.06109187,0.03080896,0.02216048,0.01659684,0.00841009,0.00330499,0.00074887,4.01E-05,0,0,0,0,-851.4577936,359.2166424,808.7007552,830.0976602,679.7029884,652.4679802,537.6319483,313.4875333,181.9403661,57.5472348,3.84156098,0,0,0,0,41849.92222,1627.892745,2050.828105,2487.704067,2551.987657,2691.816857,2885.225002,3058.771833,3087.357932,2990.644151,2912.015842,2973.25991,3027.770418,3057.09741,3068.517807,3379.032478,0.144922,-1240.434303,-2897.318792,-11760.65769
1_1_4, Iowa Drought, Cheap Deep Steep,4,15.37466075,3.11897459,0,0.70093736,0.17340941,10255.71133,0,5933.917346,349.1063212,1520.747629,0,745.6780456,89.0069726,3153.504454,3165.622839,0.0222185,172.4359648,0.32041782,26.15103497,2289.861574,0.59810994,27.75348941,7.92254184,6.94576965,0.97677219,0.65678227,0.65678195,0.62132507,0.8299581,6.9054719,6.7627158,2.9359386,3.00719475,3.90375245,3.91138092,10.49350876,-48.89597821,2904.410616,3073.211098,1797.457837,863.6234769,514.7502746,429.0330193,368.7011148,205.456403,77.38435684,12.67600807,0,0,0,0,0,1.1497685,0.89815514,0.3565946,0.23595971,0.16821574,0.11851733,0.08474381,0.05887577,0.03993359,0.00714643,0,0,0,0,0,0.37324794,0.25400254,0.1299867,0.08119572,0.05186564,0.03364091,0.02461482,0.01653172,0.01048383,0.00131249,0,0,0,0,0,0.17502968,0.22623143,0.12571894,0.05593403,0.02854007,0.02069191,0.01464236,0.00692909,0.00259058,0.00027018,0,0,0,0,0,-1185.01342,174.6709077,804.3631278,873.3499746,742.4908349,704.850831,506.3167923,310.994691,183.7610742,22.30674647,0,0,0,0,0,41723.25198,1605.678146,2033.222645,2457.455717,2514.83203,2652.546204,2868.713497,3057.581221,3087.374186,2994.336707,2920.071698,2980.440491,3033.360624,3061.841093,3072.665328,3383.132392,0.13802546,-1243.17908,-2958.210329,-11887.32792
1_2_0, Iowa Drought, Fewer Nodals,0,15.53020374,3.10774758,0,1.0743473,0.15166877,11779.60146,0,9095.089548,302.4523198,1741.433314,0,1142.92266,77.44039255,3362.317375,3353.340991,0.02254008,171.676477,0.3235951,26.06119945,2321.012171,0.60488608,29.30893269,8.3545155,7.16522403,1.18929147,0.68994685,0.68994636,0.7813186,0.95342915,6.97490801,6.86025901,3.00504412,3.04422455,3.93637539,3.94435326,11.49946781,-40.29575769,3593.499229,3476.773673,2234.214621,1153.930441,660.4455037,442.7571659,159.5512708,49.24991747,3.11304668,0,0,0,0,0,0,1.37468996,0.74484206,0.42042947,0.24468447,0.14679222,0.09781965,0.04917115,0.02674038,0.00186161,0,0,0,0,0,0,0.51630651,0.29549055,0.18203769,0.09182033,0.05128803,0.03060335,0.01506697,0.0065132,0.00022469,0,0,0,0,0,0,0.21753892,0.22335072,0.13793813,0.06079687,0.02874748,0.01518863,0.00478669,0.00139917,3.71E-05,0,0,0,0,0,0,-854.098859,608.7527853,935.9534586,892.2333644,718.6298854,573.8900579,312.9655034,128.9852931,4.41640499,0,0,0,0,0,0,41660.67019,1497.248618,1878.376988,2299.64052,2398.911594,2621.894597,2921.872706,3161.731716,3194.410615,3080.350087,2972.650616,3013.145329,3057.354419,3080.209386,3086.892358,3395.98064,0.1148038,-1247.601966,-2750.831854,-11949.90971
1_2_1, Iowa Drought, Fewer Nodals,1,14.90828866,2.92152024,0,0.98764211,0.15243131,10875.24063,0,8361.070415,303.5193472,1618.334555,0,1050.683096,77.77948386,3314.119006,3321.302202,0.02147899,167.3704813,0.31944703,26.08040063,2214.233936,0.58165878,29.31656599,8.10795217,6.97710547,1.1308467,0.65941063,0.65941041,0.76721613,0.92173832,6.69543876,6.60551843,2.88935435,2.92807855,3.77290181,3.78063792,12.01538717,-40.23122149,3524.07705,3271.262714,1899.714468,976.524655,621.603716,426.1803215,117.8734112,34.49062144,1.77407727,0,0,0,0,0,0,1.36020604,0.67848069,0.37509251,0.21479469,0.13669254,0.09493367,0.04116474,0.01888897,0.0010609,0,0,0,0,0,0,0.50759449,0.28084567,0.16447505,0.08310342,0.04816505,0.02927786,0.01257637,0.00489324,8.62E-05,0,0,0,0,0,0,0.22364337,0.21315215,0.12165989,0.05392509,0.02781412,0.01441595,0.00371846,0.00103274,1.29E-05,0,0,0,0,0,0,-828.7630487,523.5663599,911.4445975,957.2537251,745.6186061,590.4271687,269.9454553,102.6954531,1.59216003,0,0,0,0,0,0,41709.04473,1491.117993,1888.892564,2307.866208,2395.371906,2613.518719,2928.811975,3177.958135,3207.578413,3086.926051,2975.35258,3014.304331,3057.902815,3080.454878,3086.981478,3396.006681,0.11163062,-1247.46356,-2764.097736,-11901.53518
1_2_2, Iowa Drought, Fewer Nodals,2,15.49506022,2.96418259,0,1.00441862,0.15232331,11199.26322,0,8503.095112,303.8025723,1650.895941,0,1068.530445,77.78243896,3349.468942,3314.739357,0.02226595,170.1808049,0.32362084,26.06819517,2292.768099,0.59874219,29.24467081,8.2563852,7.11187033,1.14451487,0.6788943,0.67889384,0.76558551,0.93765013,6.95919825,6.85441432,2.99605888,3.03725944,3.9275884,3.93550362,11.28476787,-40.07479414,3701.201834,3259.569576,1984.833324,1031.353714,610.8513344,426.6933262,149.8081583,32.42615462,2.52580087,0,0,0,0,0,0,1.39041266,0.68167693,0.37999514,0.22516715,0.13055951,0.08874521,0.04906811,0.01710925,0.00144863,0,0,0,0,0,0,0.51528669,0.27996325,0.1684751,0.08590901,0.04688867,0.0285528,0.0148676,0.00462564,0.000183,0,0,0,0,0,0,0.22963323,0.21366958,0.12971302,0.05687091,0.0278585,0.0153108,0.00477082,0.0010528,3.49E-05,0,0,0,0,0,0,-833.8364956,663.9318425,940.162549,883.5204093,698.6080908,561.224638,302.1051304,91.94376251,3.96995885,0,0,0,0,0,0,41747.09509,1487.861788,1871.782073,2300.014775,2422.872528,2644.821575,2935.724815,3176.828639,3207.627277,3087.523789,2975.860197,3014.639707,3058.095174,3080.529147,3086.969074,3395.944536,0.11200148,-1247.4114,-2778.211551,-11863.48481
1_2_3, Iowa Drought, Fewer Nodals,3,14.96828332,3.27431365,0,1.13674914,0.1540062,13232.25334,0,9623.364093,307.5295568,1885.845713,0,1209.307598,78.69139926,3187.088415,3232.078332,0.02171143,167.9754748,0.32132627,26.13832101,2237.049924,0.5866219,28.89477704,8.16115211,6.92197114,1.23918097,0.74671518,0.74671333,0.77570887,0.96457522,6.72265674,6.60592242,2.89772986,2.93543917,3.79266042,3.80027358,11.25484974,-38.97398227,4376.938046,3930.287749,2363.333016,1208.925002,744.5884936,430.8902684,137.3196038,39.97116286,0,0,0,0,0,0,0,1.44979867,0.80457304,0.42406656,0.26802509,0.1626239,0.09494315,0.04901441,0.02126883,0,0,0,0,0,0,0,0.54949742,0.30854008,0.18019009,0.10011136,0.05260651,0.02910773,0.01438886,0.00501566,0,0,0,0,0,0,0,0.2532294,0.24297054,0.13895583,0.06177044,0.03042859,0.01403649,0.00423928,0.00110796,0,0,0,0,0,0,0,-1063.512835,608.7592663,964.0828064,962.808456,747.5448245,558.596254,295.2758249,103.9274591,0,0,0,0,0,0,0,41573.68489,1476.685253,1856.209309,2268.434759,2365.654828,2602.302201,2928.855099,3171.679094,3203.716913,3086.332223,2975.560414,3014.781875,3058.461616,3081.009687,3087.490197,3396.511423,0.10996128,-1247.905341,-2749.683463,-12036.89501
1_2_4, Iowa Drought, Fewer Nodals,4,14.94049813,3.309575,0,1.13048918,0.15439278,12896.73099,0,9570.369235,308.1092298,1865.408447,0,1202.648067,78.86819293,3122.670328,3318.357492,0.02172121,168.8824457,0.31900989,26.04533558,2239.472875,0.58714896,29.29801827,8.28066507,7.03323661,1.24742846,0.73575931,0.73575883,0.79158719,1.00232704,6.70984235,6.59161459,2.89738912,2.93378513,3.78163802,3.78942476,11.59644925,-39.86335664,4116.810829,4081.515957,2168.355182,1123.876816,709.8686109,480.0938255,154.1586688,50.57545834,9.76150097,1.71413733,0,0,0,0,0,1.42523167,0.88707676,0.40734711,0.25346536,0.15800269,0.09856993,0.05030928,0.0227162,0.00583094,0.00102506,0,0,0,0,0,0.54687556,0.32734873,0.17361803,0.09439066,0.05329872,0.0295983,0.01538922,0.00566329,0.00146519,8.22E-05,0,0,0,0,0,0.24304773,0.25008231,0.13161167,0.058408,0.03064223,0.01570516,0.00470725,0.00130241,0.00026653,1.22E-05,0,0,0,0,0,-950.737719,581.3195047,891.4874111,893.5608843,671.6549516,541.3522794,328.7924898,122.1128138,27.45563651,1.43771363,0,0,0,0,0,41516.5784,1444.816324,1812.446381,2272.124222,2402.338971,2629.77506,2927.078326,3163.181517,3192.058647,3075.925259,2968.962267,3010.922922,3055.882404,3079.245644,3086.287374,3395.533081,0.10262877,-1247.751704,-2767.753835,-12094.00151
1_3_0, Iowa Drought, Steeper Nodals,0,10.27528759,3.23493189,0,0.80156718,0.18723951,8364.031555,0,6785.817989,364.7177685,1464.296682,0,852.7310377,94.73656631,2684.9313,2607.956019,0.01519281,141.6304694,0.28189821,25.7857263,1584.470456,0.44466733,23.4865807,7.19718774,5.94609422,1.25109353,0.57644706,0.57644693,1.21826339,1.33208165,4.61086164,4.58273951,2.05255897,2.06250899,2.55388674,2.56137095,8.49611663,-35.48530252,2727.000706,2615.113693,1592.856787,898.9725727,374.1613696,130.7431641,25.18326256,0,0,0,0,0,0,0,0,1.75719133,0.67993336,0.40379353,0.22711719,0.10312337,0.05029081,0.01348228,0,0,0,0,0,0,0,0,0.5866192,0.33586712,0.1768535,0.09145752,0.03909037,0.01748112,0.00393617,0,0,0,0,0,0,0,0,0.1899362,0.19794823,0.11114002,0.05362865,0.01758104,0.00528186,0.00094201,0,0,0,0,0,0,0,0,-920.9663814,97.76400997,943.398003,1074.909793,790.9276656,513.690415,121.2665839,0,0,0,0,0,0,0,0,42084.51914,1530.894507,1939.646693,2335.979193,2422.039042,2676.973803,3016.358353,3238.705694,3240.93452,3097.678766,2975.089424,3010.155599,3052.506143,3074.904889,3081.810828,3390.841685,0.11897479,-1245.339781,-2620.705078,-11526.06076
1_3_1, Iowa Drought, Steeper Nodals,1,10.37410994,3.24890529,0,0.81757649,0.18907276,8599.64379,0,6921.347852,368.0099096,1490.060523,0,869.7622226,95.63750213,2705.564999,2604.121003,0.01536676,142.5597618,0.28274029,25.79014108,1602.143453,0.44851171,23.41732428,7.24964929,5.98630934,1.26333996,0.59408776,0.59408767,1.2251629,1.34427758,4.65534637,4.62145012,2.07210745,2.08128857,2.5795832,2.58706128,8.25423503,-34.74726355,2869.056147,2734.886314,1634.806253,854.3587541,386.6716245,105.5697182,14.2949802,0,0,0,0,0,0,0,0,1.74296105,0.70287638,0.42110858,0.21822521,0.11300749,0.04357559,0.007151,0,0,0,0,0,0,0,0,0.58601763,0.34933815,0.18149841,0.08892269,0.03971221,0.01570252,0.00236054,0,0,0,0,0,0,0,0,0.20016866,0.20953926,0.11142683,0.05052722,0.01721,0.00462501,0.00060195,0,0,0,0,0,0,0,0,-877.0361403,67.37420599,949.9107032,1083.051251,862.7718247,477.8782371,77.20393772,0,0,0,0,0,0,0,0,42115.12874,1529.011413,1939.945296,2333.983075,2422.397262,2673.154509,3028.168769,3248.417891,3246.544113,3101.102324,2977.187804,3011.614632,3053.658804,3075.836854,3082.564582,3391.541414,0.11825796,-1245.559311,-2640.030379,-11495.45116
1_3_2, Iowa Drought, Steeper Nodals,2,10.48391704,3.23051824,0,0.82026263,0.19087035,8543.753664,0,6944.08787,371.4670994,1487.483322,0,872.6198176,96.54790939,2696.884884,2651.153635,0.01555909,143.5908836,0.28363254,25.79174686,1621.696067,0.45276496,23.90891547,7.29561049,6.03520498,1.26040551,0.58359972,0.5835996,1.19662388,1.29215804,4.70468914,4.6696015,2.09323993,2.10237386,2.60786802,2.61538939,8.52667805,-35.84160205,2754.048244,2720.358919,1623.355289,872.8719966,408.3253764,143.6650157,21.12882386,0,0,0,0,0,0,0,0,1.70672248,0.70189424,0.41395579,0.22633193,0.1172884,0.05378361,0.01054179,0,0,0,0,0,0,0,0,0.57891621,0.34549961,0.18097385,0.0915654,0.04276943,0.01722727,0.00367399,0,0,0,0,0,0,0,0,0.19287826,0.20337772,0.11142968,0.05071775,0.01888219,0.00538184,0.00094382,0,0,0,0,0,0,0,0,-1068.749477,102.356531,988.8345901,1065.589186,924.7997939,513.0782119,116.6367513,0,0,0,0,0,0,0,0,41936.03765,1518.770828,1921.440501,2317.301248,2401.432373,2628.848772,2996.911737,3233.156392,3237.802042,3096.086938,2974.375073,3009.85017,3052.389477,3074.893916,3081.85833,3390.919852,0.1160042,-1245.375474,-2632.608112,-11674.54225
1_3_3, Iowa Drought, Steeper Nodals,3,10.24576835,3.36094981,0,0.86324013,0.1872222,8960.062055,0,7307.92202,365.1333982,1545.893546,0,918.3405652,94.78003553,2639.855401,2631.696437,0.01514755,141.3306349,0.28182846,25.82090976,1579.788457,0.44364886,23.8430803,7.20245027,5.90919541,1.29325486,0.60247918,0.60247766,1.22073081,1.37772927,4.59777751,4.56265256,2.04586235,2.05575423,2.54747499,2.55483946,8.65665625,-34.54514285,2885.338111,2895.468288,1746.018826,944.1187734,374.934843,101.5616028,12.62161196,0,0,0,0,0,0,0,0,1.79322857,0.73012705,0.43193233,0.23996263,0.11576485,0.04391004,0.00602433,0,0,0,0,0,0,0,0,0.60217279,0.35422353,0.18637384,0.09369483,0.04086679,0.0142336,0.00193201,0,0,0,0,0,0,0,0,0.19988834,0.21371554,0.11565189,0.05228074,0.01638168,0.00405274,0.00052154,0,0,0,0,0,0,0,0,-1115.704252,107.3723578,1010.960977,1141.008162,955.6738006,424.7334789,64.56230094,0,0,0,0,0,0,0,0,41973.69524,1523.232059,1915.052893,2297.871416,2368.38832,2636.47729,3026.128433,3252.174607,3249.862378,3103.712711,2979.160556,3013.232249,3055.087708,3077.089918,3083.643068,3392.581635,0.11824293,-1246.055256,-2598.831716,-11636.88466
1_3_4, Iowa Drought, Steeper Nodals,4,10.26335863,3.12763788,0,0.79080156,0.18968383,8271.670565,0,6694.679657,369.1700786,1437.46265,0,841.2782571,95.94545752,2637.011994,2634.012163,0.01521224,141.8189146,0.28176993,25.7770429,1586.567053,0.4451234,23.90400968,7.17871874,5.95677771,1.22194103,0.57996232,0.57996217,1.18062322,1.27785833,4.60549049,4.5738087,2.05148434,2.06038474,2.55064175,2.55812729,8.78389381,-35.31248505,2657.121656,2654.247935,1587.674748,854.6878222,387.4866848,113.8650026,16.58671672,0,0,0,0,0,0,0,0,1.69121213,0.67055201,0.38741947,0.21717524,0.10595831,0.04717143,0.00814927,0,0,0,0,0,0,0,0,0.57074575,0.33287865,0.17290458,0.08753232,0.03868326,0.016744,0.00265315,0,0,0,0,0,0,0,0,0.18967481,0.20544912,0.11140953,0.05056447,0.01737246,0.00480984,0.00069302,0,0,0,0,0,0,0,0,-1103.265282,98.42791751,963.1371494,1138.051666,915.7109238,500.3743522,87.06320857,0,0,0,0,0,0,0,0,41914.36911,1513.655406,1913.019762,2300.765983,2375.548244,2632.91862,3010.643395,3239.92588,3242.003226,3098.434662,2975.632218,3010.58259,3052.870271,3075.214055,3082.069094,3391.0857,0.11504115,-1245.412587,-2620.141658,-11696.2108
1_4_0, Iowa Drought, Lower Lateral Branching Density,0,16.42357187,4.15245444,0,0.73453204,0.20954787,8694.725424,0,6218.319413,408.3284472,1613.737788,0,781.4170634,106.11188,3466.368145,3588.16756,0.02347158,171.3725353,0.33823605,26.20762884,2407.877508,0.62378176,31.17894055,8.59473084,7.11397427,1.48075657,0.50059294,0.50059285,1.15850518,1.29296467,7.37746603,7.27669758,3.17673244,3.20415567,4.17871206,4.18644508,12.17422333,-38.05234885,2803.101712,2724.339408,1528.11982,827.4808051,509.4498969,222.9048352,68.14646251,11.18248448,0,0,0,0,0,0,0,2.20336877,0.9538055,0.42953138,0.27200321,0.16731046,0.08428703,0.03557972,0.00656838,0,0,0,0,0,0,0,0.75729963,0.35051319,0.18177119,0.09880956,0.0559728,0.02519449,0.01044478,0.00111214,0,0,0,0,0,0,0,0.17082226,0.16814288,0.08850944,0.04157556,0.02136297,0.00759346,0.00240697,0.00019872,0,0,0,0,0,0,0,-1502.585506,1133.309991,1318.553229,1148.986443,783.8045051,397.6871809,167.4685461,18.57622998,0,0,0,0,0,0,0,42003.3344,1506.753838,1853.693889,2260.649341,2386.041914,2682.490516,3034.271213,3254.258097,3259.400807,3117.326406,2991.303732,3023.2497,3063.467709,3083.905337,3089.044791,3397.477114,0.11894935,-1246.906504,-2739.184988,-11607.2455
