Index, Environment (-), Phenotype, Random Number Generator Seed (-),shootDryWeight (g),rootDryWeight (g),rootDryWeight;fineLaterals (g),rootDryWeight;laterals (g),rootDryWeight;majorAxes (g),rootLength (cm),rootLength;fineLaterals (cm),rootLength;laterals (cm),rootLength;majorAxes (cm),rootSurfaceArea (cm2),rootSurfaceArea;fineLaterals (cm2),rootSurfaceArea;laterals (cm2),rootSurfaceArea;majorAxes (cm2),rootWaterUptake (cm3),potentialTranspiration (cm3),potentialTranspiration (cm),potentialTranspiration_Rate (cm3/day),potentialEvaporation (cm/day),potentialEvaporation_Integral (cm),leafArea (cm2),leafAreaReductionCoefficient (-),photosynthesis (g),plantRespiration (g),shootRespiration (g),rootRespiration (g),rootCarbonCostOfExudates (g),rootCarbonCosts (g),rootPotentialCarbonSinkForGrowth (g),carbonAllocation2Roots (g),shootPotentialCarbonSinkForGrowth (g),carbonAllocation2Shoot (g),leafPotentialCarbonSinkForGrowth (g),carbonAllocation2Leafs (g),stemPotentialCarbonSinkForGrowth (g),carbonAllocation2Stems (g),carbonReserves (g),D90 (cm),RootLengthProfile_00-10 (cm3),RootLengthProfile_10-20 (cm3),RootLengthProfile_20-30 (cm3),RootLengthProfile_30-40 (cm3),RootLengthProfile_40-50 (cm3),RootLengthProfile_50-60 (cm3),RootLengthProfile_60-70 (cm3),RootLengthProfile_70-80 (cm3),RootLengthProfile_80-90 (cm3),RootLengthProfile_90-100 (cm3),RootLengthProfile_100-110 (cm3),RootLengthProfile_110-120 (cm3),RootLengthProfile_120-130 (cm3),RootLengthProfile_130-140 (cm3),RootLengthProfile_140-150 (cm3),RootDryWeightProfile_00-10 (cm3),RootDryWeightProfile_10-20 (cm3),RootDryWeightProfile_20-30 (cm3),RootDryWeightProfile_30-40 (cm3),RootDryWeightProfile_40-50 (cm3),RootDryWeightProfile_50-60 (cm3),RootDryWeightProfile_60-70 (cm3),RootDryWeightProfile_70-80 (cm3),RootDryWeightProfile_80-90 (cm3),RootDryWeightProfile_90-100 (cm3),RootDryWeightProfile_100-110 (cm3),RootDryWeightProfile_110-120 (cm3),RootDryWeightProfile_120-130 (cm3),RootDryWeightProfile_130-140 (cm3),RootDryWeightProfile_140-150 (cm3),RootRespirationProfile_00-10 (cm3),RootRespirationProfile_10-20 (cm3),RootRespirationProfile_20-30 (cm3),RootRespirationProfile_30-40 (cm3),RootRespirationProfile_40-50 (cm3),RootRespirationProfile_50-60 (cm3),RootRespirationProfile_60-70 (cm3),RootRespirationProfile_70-80 (cm3),RootRespirationProfile_80-90 (cm3),RootRespirationProfile_90-100 (cm3),RootRespirationProfile_100-110 (cm3),RootRespirationProfile_110-120 (cm3),RootRespirationProfile_120-130 (cm3),RootRespirationProfile_130-140 (cm3),RootRespirationProfile_140-150 (cm3),RootExudationProfile_00-10 (cm3),RootExudationProfile_10-20 (cm3),RootExudationProfile_20-30 (cm3),RootExudationProfile_30-40 (cm3),RootExudationProfile_40-50 (cm3),RootExudationProfile_50-60 (cm3),RootExudationProfile_60-70 (cm3),RootExudationProfile_70-80 (cm3),RootExudationProfile_80-90 (cm3),RootExudationProfile_90-100 (cm3),RootExudationProfile_100-110 (cm3),RootExudationProfile_110-120 (cm3),RootExudationProfile_120-130 (cm3),RootExudationProfile_130-140 (cm3),RootExudationProfile_140-150 (cm3),RootWaterUptakeProfile_00-10 (cm3),RootWaterUptakeProfile_10-20 (cm3),RootWaterUptakeProfile_20-30 (cm3),RootWaterUptakeProfile_30-40 (cm3),RootWaterUptakeProfile_40-50 (cm3),RootWaterUptakeProfile_50-60 (cm3),RootWaterUptakeProfile_60-70 (cm3),RootWaterUptakeProfile_70-80 (cm3),RootWaterUptakeProfile_80-90 (cm3),RootWaterUptakeProfile_90-100 (cm3),RootWaterUptakeProfile_100-110 (cm3),RootWaterUptakeProfile_110-120 (cm3),RootWaterUptakeProfile_120-130 (cm3),RootWaterUptakeProfile_130-140 (cm3),RootWaterUptakeProfile_140-150 (cm3),totalWaterInColumn (cm3),totalWaterInLayer1 (cm3),totalWaterInLayer2 (cm3),totalWaterInLayer3 (cm3),totalWaterInLayer4 (cm3),totalWaterInLayer5 (cm3),totalWaterInLayer6 (cm3),totalWaterInLayer7 (cm3),totalWaterInLayer8 (cm3),totalWaterInLayer9 (cm3),totalWaterInLayer10 (cm3),totalWaterInLayer11 (cm3),totalWaterInLayer12 (cm3),totalWaterInLayer13 (cm3),totalWaterInLayer14 (cm3),totalWaterInLayer15 (cm3),relativeWaterContentInTopLayer (cm3),bottomBoundaryFlux (cm3),topBoundaryFlux (cm3),totalWaterChangeInColumn (cm3)
1_4_1, Iowa Drought, Lower Lateral Branching Density,1,17.586232,4.23957391,0,0.74284449,0.21276631,8760.356585,0,6288.689996,414.5349951,1643.540238,0,790.2600917,107.742638,3636.636452,3678.091744,0.02493685,175.6766793,0.34720852,26.16216136,2552.700968,0.65528497,31.63422419,8.90574554,7.38815277,1.51759277,0.51546652,0.51546625,1.2012866,1.35869701,7.90003449,7.80808352,3.39567329,3.42264539,4.48303124,4.49115317,12.25648438,-39.02268816,2866.718206,2588.733838,1579.264451,856.0186709,527.2503852,240.9180406,89.81869025,11.63430235,0,0,0,0,0,0,0,2.25645334,0.9616128,0.44967156,0.26834993,0.16013567,0.08872174,0.04775024,0.00687864,0,0,0,0,0,0,0,0.77514711,0.35455686,0.19029699,0.1004249,0.0549061,0.02894126,0.01257721,0.00110171,0,0,0,0,0,0,0,0.17631393,0.16526028,0.09516854,0.04498492,0.02212732,0.00861702,0.00282386,0.00019154,0,0,0,0,0,0,0,-1381.190265,1174.247322,1342.805646,1103.474386,747.6051775,420.2331783,187.4041753,16.73406959,0,0,0,0,0,0,0,42048.46714,1508.509405,1854.305997,2264.638081,2411.89323,2697.703614,3033.7816,3250.402453,3259.237608,3118.005593,2991.920171,3023.656411,3063.721583,3084.05117,3089.11966,3397.520562,0.12012618,-1246.967449,-2745.571227,-11562.11277
1_4_2, Iowa Drought, Lower Lateral Branching Density,2,16.44206506,3.80974223,0,0.60077408,0.20678074,7057.473097,0,5085.966172,402.2648753,1402.99477,0,639.1213585,104.6252688,3564.444453,3609.212163,0.02364116,173.5972676,0.33437807,26.09273115,2427.599166,0.62807178,31.59310489,8.68763639,7.31225426,1.37538212,0.4473971,0.44739673,1.24286315,1.44124798,7.38520939,7.3200871,3.18073002,3.21395333,4.17691249,4.18497018,12.40026382,-37.75043535,2316.25531,2124.27227,1306.18109,692.4026391,406.3131686,163.0222943,45.77057743,3.25574828,0,0,0,0,0,0,0,2.25443913,0.7122518,0.39154086,0.22764708,0.12881344,0.0686476,0.02445538,0.00194694,0,0,0,0,0,0,0,0.73694583,0.30971296,0.16674297,0.08574323,0.04690835,0.02266207,0.00672028,0.00022372,0,0,0,0,0,0,0,0.15566156,0.14568925,0.08214843,0.03773667,0.01817569,0.00640726,0.0015565,3.53E-05,0,0,0,0,0,0,0,-1204.543651,1104.33568,1281.125456,1089.503868,761.4986395,387.5738927,120.6559876,3.99602498,0,0,0,0,0,0,0,42058.27437,1472.873342,1823.532152,2255.133989,2416.529172,2710.778496,3057.201307,3271.884092,3271.394312,3123.28134,2994.110172,3024.794077,3064.506721,3084.659529,3089.612222,3397.983452,0.11175449,-1247.107226,-2709.916546,-11552.30553
1_4_3, Iowa Drought, Lower Lateral Branching Density,3,16.27157445,3.97623747,0,0.70493551,0.20496996,8341.692275,0,5967.764381,399.6526448,1554.561242,0,749.9313895,103.8092689,3614.479783,3590.630124,0.02329819,170.4078782,0.3384363,26.23611616,2389.971962,0.61988679,31.10586874,8.48168461,7.04476922,1.43691539,0.49960067,0.49959863,1.17366777,1.33840255,7.30910474,7.21922483,3.15722112,3.17475495,4.13973562,4.14744679,12.29557335,-36.94916911,2762.083636,2583.324798,1511.925724,820.0412494,456.0396768,156.1294618,49.93040251,2.21732606,0,0,0,0,0,0,0,2.18706264,0.85718028,0.4205032,0.25606169,0.15630783,0.07051915,0.02727673,0.00132597,0,0,0,0,0,0,0,0.74698218,0.33670957,0.17831443,0.09523975,0.05079929,0.02262975,0.00644178,0.00012423,0,0,0,0,0,0,0,0.1783286,0.1660878,0.08899549,0.04100348,0.01785822,0.00593385,0.00139158,1.86E-05,0,0,0,0,0,0,0,-1213.897129,1169.614916,1296.519198,1139.827925,725.8137179,349.1516565,108.4797923,2.03053623,0,0,0,0,0,0,0,42130.98855,1486.60152,1838.116321,2259.126414,2404.3037,2716.092567,3071.259872,3282.047418,3279.036928,3128.432362,2997.354835,3026.997739,3066.175055,3085.948606,3090.611254,3398.883964,0.11501869,-1247.514502,-2731.952205,-11479.59135
1_4_4, Iowa Drought, Lower Lateral Branching Density,4,17.1131354,4.03444388,0,0.70489733,0.21408609,8196.213044,0,5967.441236,416.892781,1565.651421,0,749.8907819,108.390332,3796.26648,3689.375998,0.02433485,174.0548488,0.34319895,26.16547086,2493.437204,0.64239342,31.88562542,8.75804482,7.27854685,1.47949797,0.50609665,0.50609636,1.20705701,1.35458234,7.68736132,7.6069625,3.30543511,3.33467159,4.35824682,4.36623335,12.66923033,-38.52033076,2668.198979,2415.009105,1529.526336,797.0422598,493.9660779,221.1623642,64.64334689,6.66457609,0,0,0,0,0,0,0,2.20523544,0.82981308,0.45371475,0.26230115,0.15834256,0.08630259,0.03474889,0.00398543,0,0,0,0,0,0,0,0.758015,0.33674037,0.19462825,0.09686861,0.05576447,0.02776216,0.00953868,0.00052347,0,0,0,0,0,0,0,0.17823753,0.15876043,0.09507801,0.04206914,0.02162143,0.00813479,0.00212784,8.53E-05,0,0,0,0,0,0,0,-1323.337506,1210.765694,1359.526934,1094.735236,796.4745477,427.6357834,152.5215826,8.70316511,0,0,0,0,0,0,0,41926.58888,1476.049022,1821.62323,2231.074897,2393.130312,2682.76564,3033.037532,3256.470239,3263.177116,3119.442433,2992.243353,3023.641437,3063.614898,3083.923821,3088.997269,3397.397682,0.11166114,-1246.932629,-2729.859198,-11683.99102
1_5_0, Iowa Drought, More Aerenchyma,0,13.16113062,3.81743024,0,1.01720902,0.19535693,10472.11222,0,8611.374637,380.0128406,1778.567732,0,1082.137252,98.8092559,3013.106453,3224.531378,0.01911641,158.3627837,0.30650735,25.92488071,1977.965033,0.53026358,28.49602592,7.89171352,6.77969621,1.11201731,0.6683808,0.6683808,1.36603808,1.50009395,5.90889432,5.86614398,2.60613048,2.6103245,3.30428048,3.31218534,11.34983173,-33.42541747,3683.488268,3379.209184,1898.903912,972.5716986,412.0445415,110.4873584,15.40725614,0,0,0,0,0,0,0,0,2.15931395,0.79248161,0.45831598,0.22968033,0.12197534,0.04731355,0.00834948,0,0,0,0,0,0,0,0,0.58395341,0.27253473,0.1398358,0.06769259,0.03321586,0.01299252,0.00202788,0,0,0,0,0,0,0,0,0.25150775,0.22896863,0.11724123,0.04948125,0.01662294,0.00407893,0.00049269,0,0,0,0,0,0,0,0,-1336.697764,701.8683173,1156.802957,1154.814432,855.4447229,392.4476935,61.13892362,0,0,0,0,0,0,0,0,41586.30805,1408.964677,1771.987932,2157.564795,2302.144142,2636.095798,3035.281135,3263.061478,3261.626251,3114.107931,2987.455176,3020.115558,3061.092016,3082.231433,3087.942844,3396.636884,0.09272292,-1247.107688,-2581.559923,-12024.27186
1_5_1, Iowa Drought, More Aerenchyma,1,12.92425227,3.88300732,0,1.02791476,0.19861285,10571.01636,0,8702.006118,386.0286685,1801.104802,0,1093.52634,100.428958,3099.359216,3100.671467,0.01887372,157.8248232,0.30396098,25.90088147,1954.340899,0.52512466,27.24850338,7.87284153,6.73685508,1.13598646,0.66804263,0.66804235,1.36437599,1.49935304,5.80218397,5.74713976,2.55144585,2.56617829,3.24177112,3.24973633,10.01629626,-33.51961546,3832.321936,3394.971172,1820.487837,1005.562586,403.9013663,94.93077349,18.8406864,0,0,0,0,0,0,0,0,2.19447604,0.80073366,0.47042236,0.24933317,0.11441483,0.04338705,0.0102402,0,0,0,0,0,0,0,0,0.59994241,0.27374335,0.14544553,0.07116043,0.03051907,0.01327416,0.00216482,0,0,0,0,0,0,0,0,0.26158881,0.22355166,0.1113378,0.05142712,0.01563813,0.0040034,0.00051032,0,0,0,0,0,0,0,0,-1225.577779,699.2217052,1138.921532,1156.750061,836.7212816,409.4096623,64.13789167,0,0,0,0,0,0,0,0,41562.07067,1406.277414,1763.683232,2154.063472,2294.701041,2641.825912,3036.995418,3260.651157,3259.384294,3112.43224,2986.322318,3019.327376,3060.513403,3081.818854,3087.661338,3396.413197,0.09287925,-1247.188749,-2554.940876,-12048.50924
1_5_2, Iowa Drought, More Aerenchyma,2,13.35724629,3.91893174,0,1.05254736,0.19929301,10828.56179,0,8910.53801,387.2376058,1829.529833,0,1119.73123,100.7622033,3152.20231,3181.444645,0.01948095,160.1182939,0.30772678,25.92014038,2014.956986,0.53831038,28.18134193,7.99707821,6.85524328,1.14183493,0.67744939,0.67744911,1.37379963,1.51146566,5.99694517,5.94189994,2.63381168,2.64791557,3.35481939,3.36284629,10.59310645,-33.59086265,3888.810346,3451.466925,1933.828234,991.4591983,432.7046325,117.9720312,12.320424,0,0,0,0,0,0,0,0,2.22198186,0.79667156,0.46370601,0.25207519,0.12533772,0.05295958,0.00619982,0,0,0,0,0,0,0,0,0.60682157,0.26852179,0.14463554,0.07260131,0.03332504,0.01463696,0.00154603,0,0,0,0,0,0,0,0,0.26520468,0.22415786,0.11667913,0.04980956,0.01673654,0.00446112,0.00041546,0,0,0,0,0,0,0,0,-1260.418089,781.2390813,1119.697025,1153.160138,847.1827221,432.6129714,48.59933277,0,0,0,0,0,0,0,0,41492.88092,1385.717613,1740.016521,2153.239456,2290.285763,2624.804345,3029.552459,3260.66626,3260.237581,3113.333835,2987.086149,3019.956133,3061.039418,3082.243572,3087.992865,3396.708945,0.08875942,-1247.185987,-2557.704301,-12117.69899
1_5_3, Iowa Drought, More Aerenchyma,3,13.18369866,4.03537014,0,1.12455609,0.19536692,11587.1364,0,9520.141537,380.3817663,1930.315679,0,1196.336269,98.85506666,3105.822565,3137.94793,0.01922565,158.8451411,0.30699845,25.94919137,1988.978947,0.53265942,27.66545336,7.94083911,6.75842647,1.18241264,0.69487772,0.69487612,1.34610373,1.48437707,5.91922374,5.85010919,2.60465403,2.61305498,3.31180102,3.31961015,10.4304115,-32.53179834,4325.774583,3709.055162,2013.773637,1056.006202,385.7065176,88.92784576,7.89245492,0,0,0,0,0,0,0,0,2.23907983,0.84447335,0.49327392,0.28376242,0.12821346,0.04287912,0.00368804,0,0,0,0,0,0,0,0,0.62058928,0.28326514,0.15348587,0.07973056,0.03323677,0.01141253,0.00097584,0,0,0,0,0,0,0,0,0.28243041,0.23162325,0.11237197,0.05029128,0.01451795,0.00337846,0.00028249,0,0,0,0,0,0,0,0,-1271.058683,792.4886374,1171.143589,1152.957401,848.0922379,336.7277547,32.89081921,0,0,0,0,0,0,0,0,41573.6183,1395.944691,1740.688915,2130.551052,2281.12929,2646.60375,3057.099769,3279.098287,3271.517205,3120.504034,2991.596096,3023.138115,3063.567876,3084.290677,3089.646787,3398.24176,0.09160567,-1247.813975,-2566.160826,-12036.9616
1_5_4, Iowa Drought, More Aerenchyma,4,13.34703394,3.8912857,0,1.04836993,0.19947764,10808.38327,0,8875.173195,387.5113984,1822.392652,0,1115.287156,100.8462146,3098.277378,3278.794052,0.01936277,159.1265701,0.30847768,25.92345788,2002.292386,0.53555547,28.85528229,7.95431194,6.82101258,1.13329936,0.68525118,0.68525089,1.36654154,1.51622841,5.99243235,5.94748766,2.64475512,2.64561854,3.3525684,3.36054788,11.42710368,-33.38368883,3914.360212,3443.217028,1894.658587,1025.373276,424.1534086,91.49141376,15.12934336,0,0,0,0,0,0,0,0,2.21068043,0.79998333,0.45583478,0.24927168,0.12214029,0.04523176,0.00814341,0,0,0,0,0,0,0,0,0.6009288,0.27259347,0.14099533,0.07147568,0.03237591,0.01370574,0.00147901,0,0,0,0,0,0,0,0,0.26542136,0.23241565,0.11563035,0.05165292,0.01583482,0.00396691,0.00034364,0,0,0,0,0,0,0,0,-1288.841898,745.8299217,1165.625504,1154.3882,868.8435816,397.0509488,43.11987024,0,0,0,0,0,0,0,0,41479.52789,1392.23849,1735.290057,2127.238401,2275.571706,2628.946757,3037.129546,3264.210723,3263.021394,3115.415674,2988.559245,3021.075372,3061.959739,3082.997845,3088.602079,3397.270862,0.0902306,-1247.358345,-2544.542938,-12131.05201
1_6_0, Iowa Drought, Few + Steep N,0,11.88806409,2.56212314,0,0.86435579,0.14782816,9377.959242,0,7317.366836,295.7886864,1419.691604,0,919.5274359,75.57977392,2604.510571,2824.09261,0.01749035,153.5486785,0.2920569,25.96264098,1817.858609,0.49543589,25.99976044,7.37121188,6.32474512,1.04646676,0.61524811,0.6152476,0.71191968,0.86059016,5.33680029,5.26083078,2.32537791,2.36173155,2.98051049,2.98788154,10.52499326,-42.55491458,2472.92434,2756.857736,1926.281357,1029.368974,571.105675,395.6494349,183.9485,39.83207581,1.99114913,0,0,0,0,0,0,1.09759436,0.55004948,0.38250115,0.23948349,0.12898749,0.08780595,0.05418676,0.02045237,0.00106209,0,0,0,0,0,0,0.40739446,0.26136828,0.17876575,0.09785559,0.04849908,0.03036547,0.01657904,0.00554914,0.0002928,0,0,0,0,0,0,0.16907539,0.20028242,0.1335538,0.06096814,0.02834857,0.01575415,0.00592639,0.00129059,6.63E-05,0,0,0,0,0,0,-1055.997761,-35.9155567,730.0715543,918.918384,762.553424,698.4371173,435.5844959,135.8177189,7.89818385,0,0,0,0,0,0,41647.79165,1571.252577,1985.883195,2374.264233,2417.295088,2589.668816,2856.209015,3104.158,3156.422778,3053.696061,2954.014153,2999.112424,3045.948532,3070.993669,3079.566364,3389.306742,0.12893638,-1245.963121,-2788.110144,-11962.78826
1_6_1, Iowa Drought, Few + Steep N,1,12.31864314,2.80974478,0,0.95402212,0.15522371,10626.05809,0,8076.454028,310.5178812,1575.828783,0,1014.917146,79.38148953,2546.070311,2876.02234,0.01805405,156.0905773,0.29496181,25.90738415,1874.691448,0.50779864,26.74410834,7.62116955,6.4932441,1.12792545,0.67389099,0.67389073,0.73680014,0.90174067,5.53039757,5.44282278,2.41546737,2.444581,3.0913208,3.09879343,10.87452883,-45.26959816,2965.216119,2923.962751,2053.812893,1144.010791,658.4671524,534.4967136,255.5159958,79.96370539,10.61196758,0,0,0,0,0,0,1.17554396,0.62027679,0.39161588,0.26030329,0.14570469,0.10985671,0.06413365,0.03639507,0.00591475,0,0,0,0,0,0,0.4421711,0.26977043,0.18376972,0.10717846,0.05607098,0.0370266,0.02031463,0.01057405,0.00129235,0,0,0,0,0,0,0.19386004,0.20416793,0.14173672,0.06757921,0.03385173,0.02165194,0.00817668,0.00261211,0.00027565,0,0,0,0,0,0,-1147.973042,-42.43440347,700.3443638,795.0640205,708.2007533,715.8347886,528.3211484,262.9020249,30.67914638,0,0,0,0,0,0,41510.56609,1570.507335,2000.618394,2408.292514,2454.176491,2594.332549,2809.895299,3045.786481,3107.899054,3024.026999,2938.370471,2989.570278,3039.165323,3065.999311,3075.858766,3386.066821,0.12916354,-1245.203875,-2809.044801,-12100.01382
1_6_2, Iowa Drought, Few + Steep N,2,12.98367474,2.72004601,0,0.92074884,0.14904609,10311.13355,0,7794.772847,297.9410765,1528.945971,0,979.5200445,76.17446685,2850.2288,2913.832155,0.01907075,159.8924529,0.30171288,26.01777716,1976.09184,0.52985611,26.63136034,7.69230657,6.60125723,1.09104934,0.64481111,0.64481075,0.733473,0.89946104,5.82956288,5.74028281,2.52761331,2.56778319,3.26729783,3.27485515,10.07004339,-43.42032709,2986.408958,2935.827905,2022.911131,1019.761468,642.2654669,440.535989,196.6354206,54.46342688,12.32378668,0,0,0,0,0,0,1.16829149,0.58606033,0.39798653,0.23845814,0.14566776,0.09875227,0.05576987,0.02195123,0.00710839,0,0,0,0,0,0,0.43399644,0.26566164,0.18242774,0.0964969,0.05450236,0.03264649,0.01715772,0.00668116,0.00170731,0,0,0,0,0,0,0.18919429,0.20470652,0.1337006,0.05982798,0.03171149,0.01729446,0.00631874,0.00173816,0.00033993,0,0,0,0,0,0,-862.9916276,32.09240114,716.3104749,859.5303046,760.6860653,682.3662792,426.3298265,165.7594584,39.13268182,0,0,0,0,0,0,41635.53222,1572.365698,1991.370763,2383.861993,2425.919235,2583.978038,2843.432266,3098.606785,3150.233583,3048.462124,2951.905198,2998.541149,3045.957975,3071.256678,3079.924503,3389.716228,0.13035301,-1245.878431,-2779.545826,-11975.04769
1_6_3, Iowa Drought, Few + Steep N,3,12.93848314,2.81280394,0,0.94316538,0.15053338,10784.11229,0,7984.544312,301.7666539,1580.288266,0,1003.36743,77.03934499,2766.126332,2755.151995,0.01914323,162.2581879,0.29679427,25.84580935,1986.634044,0.53214934,26.06890809,7.91931423,6.77657412,1.14274011,0.71456862,0.71456686,0.76520972,0.93629919,5.80852928,5.71887707,2.50888675,2.56379972,3.25056569,3.25850113,9.16003529,-43.04619061,3022.008255,3153.940008,2149.941202,1072.011848,621.2953179,462.7755978,220.6730589,68.38343475,13.08356236,0,0,0,0,0,0,1.25236595,0.5917276,0.4040071,0.23209716,0.13660308,0.09902896,0.05756719,0.03176324,0.00764368,0,0,0,0,0,0,0.45311168,0.27954,0.19209197,0.09913554,0.05326707,0.03560667,0.01871489,0.00979313,0.00170714,0,0,0,0,0,0,0.20373288,0.23031382,0.15166752,0.06703772,0.03231101,0.01960652,0.0072113,0.0023731,0.00033537,0,0,0,0,0,0,-951.5410841,28.63045885,654.6753365,745.1965484,715.3348185,732.3179741,501.6419078,250.1066893,40.969895,0,0,0,0,0,0,41343.15127,1539.345491,1949.02919,2345.001925,2419.336754,2581.935799,2818.45474,3057.449939,3114.055113,3025.160778,2938.086413,2989.216824,3038.833822,3065.722094,3075.643528,3385.878857,0.12251557,-1245.374081,-2772.879432,-12267.42864
1_6_4, Iowa Drought, Few + Steep N,4,12.35109817,3.10809707,0,1.08931722,0.15733761,12874.50526,0,9221.820204,315.4187058,1830.111364,0,1158.848104,80.54942283,2701.24981,2864.899662,0.01819871,156.0825795,0.29738815,26.02125342,1888.260723,0.51075034,26.04315203,7.65675776,6.4174491,1.23930865,0.76726183,0.76726156,0.73827237,0.93545515,5.54523708,5.42957532,2.42026451,2.44789842,3.10273272,3.11008013,9.76189705,-46.37629067,3520.536642,3594.689825,2512.257431,1286.970137,841.4458113,653.0775507,317.1444485,120.4763094,25.52297097,2.38413661,0,0,0,0,0,1.22427685,0.70344204,0.43831802,0.28376702,0.1793214,0.13148505,0.08038174,0.0508921,0.01478713,0.00142572,0,0,0,0,0,0.47366885,0.29161109,0.20311732,0.11825708,0.06575019,0.04412314,0.02491164,0.01436456,0.00366269,0.00014799,0,0,0,0,0,0.21365679,0.23527454,0.1650578,0.07343568,0.04047558,0.02564975,0.00947219,0.00352251,0.00072472,2.38E-05,0,0,0,0,0,-1075.8881,-116.0031756,585.1453133,799.6594265,731.2313375,714.8287305,619.0403255,345.1653054,81.60142889,2.93010683,0,0,0,0,0,41069.91646,1552.040467,1963.5759,2355.420553,2400.117233,2535.904083,2763.934185,2994.228936,3059.98681,2992.063239,2921.110665,2979.974492,3032.91872,3061.802776,3073.03946,3383.798941,0.12454851,-1244.978925,-2794.149979,-12540.66344
1_7_0, Iowa Drought, Few N + Low LRBD,0,20.46369208,3.40630762,0,0.73627634,0.17707137,10725.33775,0,6231.649378,355.6582158,1604.781313,0,783.1578101,90.80346933,4363.963977,4161.730556,0.02837249,447.3486191,0.37472474,26.34989529,2885.82756,0.72647332,33.71547123,8.435991,7.22396498,1.21202602,0.70607576,0.70607554,0.6998587,0.84595349,9.20198929,9.05348269,3.87643636,3.93098002,5.27378858,5.27766391,13.79655899,-42.41027686,2923.993397,3586.226447,2051.620329,826.6971825,458.1681347,337.2993039,278.2891586,193.2552104,56.05579269,13.7327896,0,0,0,0,0,1.28908129,1.04781237,0.47538692,0.22026008,0.13000454,0.08631271,0.07104718,0.05381079,0.02475346,0.00783828,0,0,0,0,0,0.47434361,0.34027438,0.17316236,0.09101379,0.04929139,0.03483652,0.02435702,0.01612918,0.00765644,0.00142412,0,0,0,0,0,0.19173395,0.25482078,0.14248293,0.05418745,0.02584676,0.0174312,0.01131773,0.00604901,0.0019462,0.00028618,0,0,0,0,0,41.65427818,1198.612513,1005.637573,719.1911906,464.725536,344.9706483,228.1581603,131.7482977,55.97260198,9.46041197,0,0,0,0,0,43630.17647,1664.156316,2135.239687,2688.39387,2813.773846,2962.280278,3146.751855,3280.031237,3251.754175,3100.769403,2976.844441,3011.632702,3053.147819,3074.719136,3081.020756,3389.660951,0.15400988,-1243.712265,-2878.885142,-9980.403433
1_7_1, Iowa Drought, Few N + Low LRBD,1,20.3169367,3.15066402,0,0.66819212,0.17148589,8993.332932,0,5656.619206,343.3109644,1420.314341,0,710.8357132,87.78954268,4400.549009,4071.660677,0.02803314,1013.358313,0.37352382,26.39269263,2851.707889,0.71842955,33.2030947,8.27603018,7.14088072,1.13514946,0.58188201,0.58188176,0.69498512,0.8378725,9.13786999,9.00121021,3.83787317,3.90230307,5.23758076,5.24030103,13.82985631,-42.16038859,2444.687073,3009.408778,1607.055145,817.8471222,421.6585407,321.0210926,227.2049396,116.1004802,28.27229933,0.07746236,0,0,0,0,0,1.24125058,0.99455144,0.36912083,0.21646733,0.12628056,0.08647335,0.06237634,0.03922695,0.01487531,4.13E-05,0,0,0,0,0,0.45585295,0.32296398,0.15498206,0.08745772,0.04778396,0.03068342,0.02024429,0.01181396,0.00374133,6.94E-06,0,0,0,0,0,0.15858048,0.21383332,0.10940562,0.0497062,0.02238006,0.01469972,0.00860925,0.00378723,0.00090073,1.32E-06,0,0,0,0,0,295.79726,1244.627985,968.8550979,696.0928652,434.8496177,299.4023266,180.364907,92.43162778,27.36824982,0.04800252,0,0,0,0,0,43924.96127,1694.165591,2172.616957,2721.837172,2842.698894,2988.618092,3174.529931,3307.49226,3275.606415,3119.164677,2989.359006,3019.990777,3059.670791,3080.042438,3085.394913,3393.773358,0.15914137,-1245.326479,-2900.994228,-9685.618631
1_7_2, Iowa Drought, Few N + Low LRBD,2,19.48183355,2.94879496,0,0.62492012,0.16286806,8271.007404,0,5290.379085,325.8891953,1324.351001,0,664.8086427,83.32955459,4128.332344,4051.587951,0.02681598,310.3268562,0.36864832,26.47634865,2728.900062,0.69060204,32.8240945,7.9307775,6.861338,1.0694395,0.52953152,0.52953132,0.69366381,0.81546108,8.76756561,8.65393492,3.69238561,3.74348994,5.02389928,5.02331849,14.28191199,-42.97758199,2495.185909,2544.389322,1474.25496,701.3447141,388.8594317,308.6764951,234.8116009,99.51033159,22.73704181,1.2375987,0,0,0,0,0,1.24783402,0.88394461,0.31819878,0.19763208,0.10838047,0.0773944,0.06342987,0.03853041,0.01271023,0.00074009,0,0,0,0,0,0.45438376,0.2814932,0.14764343,0.07867169,0.04276912,0.0297189,0.02087625,0.01138525,0.00281755,2.70E-05,0,0,0,0,0,0.16581045,0.17200474,0.09995337,0.04396485,0.02161506,0.01430285,0.00809506,0.00321461,0.00058781,3.14E-06,0,0,0,0,0,240.9612905,1203.895625,954.9304633,648.2213891,405.7455319,283.1300012,171.5879628,84.08625825,18.27644219,0.07662602,0,0,0,0,0,44198.54726,1726.626101,2240.686377,2781.429057,2887.84041,3016.768156,3192.528445,3319.263114,3282.350013,3121.91891,2989.881896,3020.021197,3059.683243,3080.108954,3085.51209,3393.929297,0.16235762,-1245.551238,-2899.689802,-9412.032645
